n,alpha,algorithm,rep,returned_size,oracle_size,correct
2,1.0,HopcroftKarpMatcher,7,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,7,1.0,1.0,True
2,1.0,SimpleAugmentingMatcher,20,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,20,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,20,1.0,1.0,True
2,1.0,SimpleAugmentingMatcher,47,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,47,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,47,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,22,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,22,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,22,6.0,6.0,True
2,2.0,SimpleAugmentingMatcher,38,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,38,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,38,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,33,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,33,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,33,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,17,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,17,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,17,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,1,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,1,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,1,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,18,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,18,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,18,6.0,6.0,True
4,2.0,SimpleAugmentingMatcher,35,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,35,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,35,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,47,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,47,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,47,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,7,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,7,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,7,6.0,6.0,True
4,2.0,SimpleAugmentingMatcher,8,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,8,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,8,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,22,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,22,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,22,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,31,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,31,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,31,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,41,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,41,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,41,6.0,6.0,True
5,1.0,SimpleAugmentingMatcher,3,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,3,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,3,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,23,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,23,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,23,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,48,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,48,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,48,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,14,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,14,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,14,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,48,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,48,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,48,6.0,6.0,True
3,2.0,SimpleAugmentingMatcher,20,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,20,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,20,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,21,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,21,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,21,5.0,5.0,True
4,1.0,SimpleAugmentingMatcher,10,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,10,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,10,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,29,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,29,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,29,5.0,5.0,True
2,1.5,SimpleAugmentingMatcher,15,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,15,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,15,1.0,1.0,True
3,2.0,SimpleAugmentingMatcher,25,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,25,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,25,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,22,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,22,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,22,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,5,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,5,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,5,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,28,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,28,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,28,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,1,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,1,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,1,5.0,5.0,True
2,2.0,SimpleAugmentingMatcher,26,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,26,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,26,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,36,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,36,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,36,3.0,3.0,True
2,1.0,SimpleAugmentingMatcher,8,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,8,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,8,1.0,1.0,True
6,1.0,SimpleAugmentingMatcher,29,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,29,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,29,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,36,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,36,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,36,5.0,5.0,True
2,1.0,SimpleAugmentingMatcher,15,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,15,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,15,1.0,1.0,True
2,2.0,SimpleAugmentingMatcher,36,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,36,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,36,2.0,2.0,True
2,1.5,SimpleAugmentingMatcher,23,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,23,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,23,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,30,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,30,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,30,4.0,4.0,True
4,2.0,SimpleAugmentingMatcher,34,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,34,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,34,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,23,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,23,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,23,3.0,3.0,True
2,1.0,SimpleAugmentingMatcher,38,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,38,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,38,2.0,2.0,True
2,1.5,SimpleAugmentingMatcher,28,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,28,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,28,2.0,2.0,True
5,2.0,SimpleAugmentingMatcher,0,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,0,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,0,5.0,5.0,True
3,2.0,SimpleAugmentingMatcher,21,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,21,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,21,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,29,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,29,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,29,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,24,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,24,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,24,3.0,3.0,True
2,2.0,SimpleAugmentingMatcher,28,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,28,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,28,2.0,2.0,True
4,1.5,SimpleAugmentingMatcher,22,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,22,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,22,3.0,3.0,True
2,1.0,SimpleAugmentingMatcher,42,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,42,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,42,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,11,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,11,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,11,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,16,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,16,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,16,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,0,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,0,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,0,1.0,1.0,True
4,1.5,SimpleAugmentingMatcher,29,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,29,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,29,4.0,4.0,True
4,2.0,SimpleAugmentingMatcher,12,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,12,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,12,4.0,4.0,True
6,1.5,SimpleAugmentingMatcher,1,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,1,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,1,5.0,5.0,True
4,1.5,SimpleAugmentingMatcher,48,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,48,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,48,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,13,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,13,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,13,6.0,6.0,True
3,1.5,SimpleAugmentingMatcher,25,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,25,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,25,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,3,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,3,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,3,6.0,6.0,True
4,2.0,SimpleAugmentingMatcher,31,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,31,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,31,4.0,4.0,True
3,1.0,SimpleAugmentingMatcher,38,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,38,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,38,3.0,3.0,True
3,1.5,SimpleAugmentingMatcher,7,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,7,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,7,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,10,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,10,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,10,5.0,5.0,True
6,1.0,SimpleAugmentingMatcher,41,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,41,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,41,4.0,4.0,True
2,2.0,SimpleAugmentingMatcher,13,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,13,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,13,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,4,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,4,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,4,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,46,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,46,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,46,2.0,2.0,True
5,1.0,SimpleAugmentingMatcher,20,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,20,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,20,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,6,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,6,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,6,6.0,6.0,True
4,1.0,SimpleAugmentingMatcher,40,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,40,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,40,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,40,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,40,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,40,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,49,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,49,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,49,4.0,4.0,True
5,1.0,SimpleAugmentingMatcher,25,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,25,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,25,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,22,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,22,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,22,2.0,2.0,True
5,1.0,SimpleAugmentingMatcher,19,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,19,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,19,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,49,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,49,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,49,1.0,1.0,True
5,1.5,SimpleAugmentingMatcher,15,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,15,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,15,5.0,5.0,True
2,1.5,SimpleAugmentingMatcher,18,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,18,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,18,1.0,1.0,True
6,1.0,SimpleAugmentingMatcher,45,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,45,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,45,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,37,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,37,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,37,6.0,6.0,True
2,1.0,SimpleAugmentingMatcher,49,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,49,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,49,2.0,2.0,True
2,1.5,SimpleAugmentingMatcher,47,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,47,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,47,1.0,1.0,True
6,2.0,SimpleAugmentingMatcher,23,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,23,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,23,6.0,6.0,True
4,1.0,SimpleAugmentingMatcher,33,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,33,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,33,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,1,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,1,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,1,4.0,4.0,True
2,1.5,SimpleAugmentingMatcher,0,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,0,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,0,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,42,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,42,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,42,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,13,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,13,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,13,4.0,4.0,True
6,1.5,SimpleAugmentingMatcher,26,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,26,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,26,6.0,6.0,True
5,1.0,SimpleAugmentingMatcher,15,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,15,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,15,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,5,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,5,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,5,5.0,5.0,True
2,1.0,SimpleAugmentingMatcher,31,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,31,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,31,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,39,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,39,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,39,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,16,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,16,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,16,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,32,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,32,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,32,1.0,1.0,True
5,1.0,SimpleAugmentingMatcher,6,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,6,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,6,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,18,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,18,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,18,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,43,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,43,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,43,3.0,3.0,True
4,1.0,SimpleAugmentingMatcher,27,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,27,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,27,3.0,3.0,True
2,2.0,SimpleAugmentingMatcher,25,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,25,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,25,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,14,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,14,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,14,3.0,3.0,True
4,1.5,SimpleAugmentingMatcher,14,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,14,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,14,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,10,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,10,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,10,6.0,6.0,True
3,1.0,SimpleAugmentingMatcher,35,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,35,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,35,2.0,2.0,True
5,2.0,SimpleAugmentingMatcher,47,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,47,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,47,5.0,5.0,True
4,2.0,SimpleAugmentingMatcher,2,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,2,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,2,4.0,4.0,True
5,1.5,SimpleAugmentingMatcher,39,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,39,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,39,5.0,5.0,True
4,1.0,SimpleAugmentingMatcher,42,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,42,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,42,2.0,2.0,True
2,1.0,SimpleAugmentingMatcher,14,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,14,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,14,1.0,1.0,True
3,1.0,SimpleAugmentingMatcher,36,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,36,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,36,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,17,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,17,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,17,5.0,5.0,True
4,1.0,SimpleAugmentingMatcher,6,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,6,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,6,2.0,2.0,True
2,1.0,SimpleAugmentingMatcher,17,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,17,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,17,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,10,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,10,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,10,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,8,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,8,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,8,1.0,1.0,True
4,1.5,SimpleAugmentingMatcher,45,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,45,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,45,4.0,4.0,True
5,1.0,SimpleAugmentingMatcher,49,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,49,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,49,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,23,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,23,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,23,2.0,2.0,True
4,1.5,SimpleAugmentingMatcher,30,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,30,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,30,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,39,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,39,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,39,6.0,6.0,True
2,2.0,SimpleAugmentingMatcher,19,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,19,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,19,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,31,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,31,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,31,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,12,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,12,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,12,5.0,5.0,True
3,2.0,SimpleAugmentingMatcher,4,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,4,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,4,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,15,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,15,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,15,4.0,4.0,True
5,1.0,SimpleAugmentingMatcher,31,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,31,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,31,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,24,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,24,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,24,5.0,5.0,True
5,1.5,SimpleAugmentingMatcher,18,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,18,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,18,5.0,5.0,True
5,1.0,SimpleAugmentingMatcher,18,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,18,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,18,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,22,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,22,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,22,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,9,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,9,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,9,1.0,1.0,True
4,1.0,SimpleAugmentingMatcher,13,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,13,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,13,3.0,3.0,True
3,1.5,SimpleAugmentingMatcher,49,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,49,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,49,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,22,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,22,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,22,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,36,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,36,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,36,6.0,6.0,True
2,1.0,SimpleAugmentingMatcher,48,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,48,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,48,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,25,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,25,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,25,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,14,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,14,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,14,6.0,6.0,True
3,1.5,SimpleAugmentingMatcher,47,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,47,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,47,3.0,3.0,True
3,2.0,SimpleAugmentingMatcher,29,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,29,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,29,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,45,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,45,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,45,4.0,4.0,True
2,2.0,SimpleAugmentingMatcher,21,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,21,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,21,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,44,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,44,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,44,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,44,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,44,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,44,2.0,2.0,True
5,2.0,SimpleAugmentingMatcher,21,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,21,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,21,5.0,5.0,True
5,2.0,SimpleAugmentingMatcher,14,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,14,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,14,5.0,5.0,True
2,1.5,SimpleAugmentingMatcher,4,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,4,2.0,2.0,True
